CPS Name,Lit. Name,system_name,sysname,cps_identifier,Msini_pre_med,Msini_pre_high,Msini_pre_low,a_pre_med,a_pre_high,a_pre_low,ecc_pre_med,ecc_pre_high,ecc_pre_low,comp_ind,teff,teff_err,feh,feh_err,logg,logg_err,Rstar,Rstar_err,Mstar,Mstar_err,Vmag,BV_color,parallax,a_post_low,a_post_med,a_post_high,Mtrue_post_low,Mtrue_post_med,Mtrue_post_high,ecc_post_low,ecc_post_med,ecc_post_high,om_post_low,om_post_med,om_post_high,inc_post_low,inc_post_med,inc_post_high,asc_post_low,asc_post_med,asc_post_high,per_post_low,per_post_med,per_post_high,tp_post_low,tp_post_med,tp_post_high,dmu,dmu_err,signif_dmu,logrhk,age
HD 107148 b,HD 107148 b,HD 107148,HD107148,107148,0.203,0.015,0.015,0.3668,0.0047,0.0048,0.174,0.071,0.075,1,5752.9,86.2,0.296,0.058,4.345,0.028,1.169,0.027,1.105,0.043,4.4713,0.66,0.02021,0.0048120402225594,0.3670290088114183,0.0048267794182946,0.0313017607877395,0.2314600746332586,0.1205988892545669,0.0702837963029001,0.1423036012596693,0.0688199553329697,22.412507288034305,-119.29838326760844,28.998898776103303,41.39686774119567,89.59037222047618,42.02586814016291,128.58094675414435,187.203813252816,117.4104465113708,0.0215962782248908,77.17750952874779,0.0212235741271769,5.029517929535359,2455194.7053691945,5.019428855739534,0.034481506794691,0.0545037500560283,False,-5.027,6.15
HD 108874 b,HD 108874 b,HD 108874,HD108874,108874,1.32,0.047,0.047,1.053,0.016,0.016,0.144,0.016,0.016,0,5570.0,90.9,0.221,0.061,4.359,0.032,1.091,0.026,0.996,0.046,4.5803,0.71,0.01677,0.0170985240383751,1.0526506836802636,0.0165253611544644,0.1713361506540234,1.503051119889543,0.7435250584181106,0.014968798675636,0.1363894746740442,0.0146187862377406,6.175740584100765,-140.63571711048755,6.389200737444099,40.098667879921976,91.31856003177091,41.79012964682853,117.86412410588504,171.6244316201538,132.12399297538644,0.2196685958975308,395.2831661552141,0.2226185681884089,6.751426986884326,2455236.449823112,6.797078207600862,0.0671096071600914,0.0479697734117507,False,-5.064,6.99
HD 108874 c,HD 108874c,HD 108874,HD108874,108874,1.14,0.052,0.05,2.83,0.044,0.045,0.265,0.03,0.031,1,5570.0,90.9,0.221,0.061,4.359,0.032,1.091,0.026,0.996,0.046,4.5803,0.71,0.01677,0.0470692875119289,2.836989808750089,0.0452697176529075,0.1666851738560706,1.355570026736382,0.7143296898448444,0.0269000050627414,0.2175120697278879,0.0270769165302933,7.602536641237679,14.060587379155413,7.822524855335221,42.606793196215015,89.51245021436048,42.256868342603525,126.58114593568602,184.30874965470483,122.46210618054889,7.722506741739835,1748.9655929199855,7.746352760736727,34.58417095942423,2454549.902987508,39.98523097625002,0.0671096071600914,0.0479697734117507,False,-5.064,6.99
HD 111031,HD 111031,HD 111031,HD111031,111031,66.0,47.0,33.0,32.0,15.0,10.0,0.49,0.14,0.17,0,5736.6,91.8,0.272,0.06,4.281,0.029,1.253,0.03,1.099,0.045,4.4487,0.7,0.03202,5.779535472906655,28.476598396797527,10.535069487953962,31.5473114891153,155.2240391146284,41.01679590563546,0.1016536606859273,0.4622257769996501,0.1147838021797504,15.514159014973115,107.59957264856058,17.89175457676049,5.697537810158451,156.28407000012967,4.256354728481,5.913392494509139,347.0122223053524,6.155892460416567,13898.107465784946,49752.853706219394,28944.461088199158,647.0381059702486,2447101.6179967094,678.0388606176712,3.387753486633301,0.0341025404632091,True,-5.08,7.37
HD 114729 b,HD 114729 b,HD 114729,HD114729,114729,0.892,0.053,0.053,2.094,0.022,0.022,0.098,0.048,0.05,0,5755.8,98.6,-0.272,0.062,3.98,0.023,1.651,0.039,0.955,0.029,3.9696,0.62,0.02642,0.0217926733979916,2.0930631185584563,0.0211652274903659,0.5444938068183782,1.6160882677403203,0.6390627121899539,0.0491436278566676,0.0936970620269095,0.0480740863326069,53.24027023750514,119.07509473700992,33.31407318045859,14.382244095490702,38.66828701551801,97.8694421957517,252.67337634628475,299.2098925800579,30.12816268927213,3.4492520406358835,1130.9074352594434,3.365424941532865,128.77185511030257,2455129.728271616,110.59913542913272,0.1095232218503952,0.028469979763031,True,-5.043,6.5
HD 114783 b,HD 114783 b,HD 114783,HD114783,114783,1.033,0.034,0.033,1.164,0.016,0.016,0.126,0.016,0.016,0,5126.7,68.3,0.151,0.058,4.526,0.027,0.841,0.017,0.867,0.036,6.0188,0.91,0.04745,0.0154414564710054,1.1642181725413725,0.0161207927110766,0.064203703277891,1.0864343818625295,0.1764823171593847,0.0121513092798518,0.1181267244975064,0.0116718670790654,6.805750375283125,111.3628060509557,6.745344966537502,28.034445005802525,93.33007083362897,26.46380535848993,96.62098170394458,137.00823456568395,176.20910897424113,0.2511775836313745,492.57363995043744,0.2707332628597783,9.176505825482309,2455306.3471375834,9.149933130014688,0.2569952607154846,0.0432199724018573,True,-4.951,4.69
HD 114783 c,HD 114783c,HD 114783,HD114783,114783,0.66,0.046,0.047,4.97,0.12,0.11,0.114,0.058,0.058,1,5126.7,68.3,0.151,0.058,4.526,0.027,0.841,0.017,0.867,0.036,6.0188,0.91,0.04745,0.0905676865665743,4.9802293465588665,0.0863528337662389,0.4956199573365603,1.5485128604078562,0.4723566035737558,0.0458530370770745,0.0788967224182209,0.04498952512127,296.80829591503897,133.35350590827727,34.65044814130846,111.59676890847504,152.3982933120868,8.15636840565395,12.158222826057177,17.369003785314003,293.2400515534621,77.28365705173928,4352.761263474627,77.01667384707889,459.0273072430864,2455713.504222359,342.9118070746772,0.2569952607154846,0.0432199724018573,True,-4.951,4.69
HD 115617 c,61 Vir c,HD 115617,HD115617,115617,0.0161,0.0017,0.0016,0.04956,0.00066,0.00067,0.099,0.091,0.07,0,5585.6,78.9,0.028,0.06,4.369,0.028,1.033,0.023,0.914,0.037,5.0776,0.72,0.11689,0.0006553134714831,0.0495656296496255,0.0006369109979283,0.0028715165248079,0.0211742475745128,0.0096203382535581,0.0363501866737627,0.0510068250025389,0.0545593726517728,68.13549963358045,-44.09876130186046,121.7770234087176,43.1279094359087,93.09049391641702,39.613307062537615,127.66398287274356,189.75250651912168,115.2614043703566,6.50369394152861e-05,4.21489106496036,6.545992576789672e-05,2.1024381229653955,2455198.241995515,0.7942783161997795,0.4079362750053406,0.187521681189537,False,-4.951,4.68
HD 115617 b,61 Vir b,HD 115617,HD115617,115617,0.0507,0.0035,0.0036,0.215,0.0028,0.0029,0.068,0.067,0.047,1,5585.6,78.9,0.028,0.06,4.369,0.028,1.033,0.023,0.914,0.037,5.0776,0.72,0.11689,0.0028416887724302,0.2150746287179439,0.002764116159694,0.0062980963818412,0.0524527414387447,0.0274156965565043,0.0272852703007596,0.0388890612481572,0.0439789233477664,81.57081590571744,-29.658414877844773,136.5900631909242,41.76176323259275,90.97171309782664,38.858395708563776,123.23114709574166,182.18935985547347,121.21878534255046,0.0056535068006695,38.0977182772544,0.005166959437183,16.538941939827055,2455203.0020983643,9.536934078205377,0.4079362750053406,0.187521681189537,False,-4.951,4.68
HD 117176 b,70 Vir b,HD 117176,HD117176,117176,7.24,0.13,0.13,0.4766,0.0043,0.0044,0.3989,0.0011,0.0012,0,5481.9,100.7,-0.04,0.061,3.893,0.021,1.922,0.048,1.061,0.029,3.7248,0.71,0.05583,0.0045156035953732,0.4780367342473569,0.0040992513417338,0.6680005454384395,8.014584627356621,2.936824657549144,0.0009313319908056,0.3993411281569292,0.0009316036022074,0.1484680001213022,-0.8789882028176778,0.1506108224073924,33.14497802261339,89.01277633358208,35.55111143718905,122.50286164215024,174.88247532798312,120.70000604747628,0.0006484273482101,116.69320955487105,0.0006166847507103,0.0401750598102808,2455291.60338984,0.0410838453099131,0.0727325156331062,0.0730309635400772,False,-5.121,8.45
HD 117207 b,HD 117207 b,HD 117207,HD117207,117207,1.87,0.076,0.075,3.744,0.059,0.06,0.142,0.027,0.026,0,5634.8,95.6,0.225,0.061,4.342,0.032,1.128,0.027,1.024,0.047,4.6665,0.724,0.03088,0.0581036443972444,3.744053335072586,0.0565845846356856,0.1151852958548125,1.983167998873494,0.2215568216037793,0.0232713736361623,0.1502972643601157,0.0229691659451847,9.710146582579355,92.3992925717174,9.387779635400976,23.042598163214407,90.80888474806954,24.850211452420027,19.582313188481063,218.84725220492248,17.68814897829546,9.522111443525771,2611.71466795972,9.75865010840198,67.83587746182457,2453373.6437646328,66.0685659153387,0.1294866800308227,0.0348338708281517,True,-5.023,6.06
HD 11964a c,HD 11964a c,HD 11964A,HD11964A,11964a,0.0766,0.0063,0.0061,0.2315,0.0022,0.0022,0.106,0.088,0.071,0,5345.6,100.5,0.138,0.06,3.873,0.02,2.048,0.053,1.151,0.033,3.764,0.83,0.02979,0.0022225980317777,0.2316001389272076,0.0021708675595773,0.0131092411901286,0.0924644463208935,0.0602633612310179,0.0608325519387314,0.1061413805164992,0.0665023772190535,273.9741936482209,130.1865975004138,32.25090756738828,44.03800831354973,89.4995696869879,44.13726765503141,120.52992706634598,180.89419479841,120.66257318187044,0.006311766291084,37.91938336753615,0.0065404586907433,3.607230919413269,2455205.8585191546,4.01631412608549,0.1408341228961944,0.0554772801697254,False,-5.171,9.88
HD 11964a b,HD 11964a b,HD 11964A,HD11964A,11964a,0.631,0.027,0.027,3.185,0.032,0.032,0.101,0.044,0.046,1,5345.6,100.5,0.138,0.06,3.873,0.02,2.048,0.053,1.151,0.033,3.764,0.83,0.02979,0.0312754690249259,3.18300980127634,0.0318553924918836,0.0808554145283155,0.7172941162592181,0.4246269090637367,0.0382191429673384,0.1185661441421311,0.0377453103134483,14.996500342537615,-152.015504637607,18.014793334797105,41.93040650588882,91.4119749762366,41.62127251508443,121.30790331689067,180.2071870818521,122.97317615860294,7.600615121720466,1931.759911409896,8.135346389879714,87.67471836321056,2454431.306922085,80.88227096898481,0.1408341228961944,0.0554772801697254,False,-5.171,9.88
HD 120066 b,HR 5183 b,HD 120066,HD120066,120066,3.15,0.18,0.17,25.0,19.0,8.3,0.886,0.049,0.056,0,5833.8,99.9,0.101,0.063,4.096,0.034,1.555,0.037,1.1,0.066,3.8701,0.66,0.03176,5.880130107372221,23.69161644013964,9.216001665092712,0.1919776233508758,3.245326722879121,0.2213518167394363,0.0376068666448801,0.8808097476805218,0.0324217480168724,1.4374047454609276,-21.049399492644906,1.376163746635637,14.85393581798226,89.86070625717556,14.981649188747284,20.8178244067268,221.70086055069453,18.53937152330053,13910.408234699476,40119.38970711998,25393.77979820395,9.607072352897376,2458119.0919779064,9.577934123110026,0.1353053450584411,0.0352579243481159,True,-4.969,5.0
HD 120136 b,tau Boo b,HD 120136,HD120136,120136,4.3,0.075,0.075,0.04869,0.00039,0.0004,0.0074,0.0059,0.0048,0,6461.3,81.2,0.272,0.057,4.264,0.02,1.44,0.031,1.403,0.034,3.535,0.508,0.06403,0.0002609229640389,0.0486265713721893,0.0003368943827749,0.2090868426026428,4.513358217101821,0.7506767889253361,0.0061717977450099,0.0177854909294749,0.0059448952275742,323.74980883477514,153.47337675809547,18.87850015143323,26.351144477306235,86.99236931984034,24.9836205887095,128.450648709628,186.66993898886605,119.09443995022112,3.564629224239724e-06,3.312447213936204,3.5297023219804657e-06,0.1811402249149978,2455199.048482226,0.1674736849963665,8.764399528503418,0.1203520148992538,True,-5.006,5.71
HD 120136,tau Boo,HD 120136,HD120136,120136,350.0,230.0,160.0,46.0,46.0,18.0,0.84,0.093,0.14,1,6461.3,81.2,0.272,0.057,4.264,0.02,1.44,0.031,1.403,0.034,3.535,0.508,0.06403,14.271693802249516,56.89349104894484,20.789800340399356,81.04142443798628,470.4640891712221,85.78711851116543,0.0942211020541454,0.5548292180361404,0.091953588747372,14.358822569517471,114.72284228670576,17.351408446903676,12.431581779404311,67.08162546983255,15.523293933729876,9.484934038103177,37.76568357811176,9.4115560062653,39325.8943230913,115038.41647218911,67201.05507063442,1484.696899047587,2463303.3456976907,1368.1469113728965,8.764399528503418,0.1203520148992538,True,-5.006,5.71
HD 12661 b,HD 12661 b,HD 12661,HD12661,12661,2.283,0.062,0.063,0.824,0.011,0.011,0.3597,0.0046,0.0044,0,5661.2,94.1,0.338,0.059,4.316,0.029,1.198,0.027,1.085,0.044,4.5896,0.72,0.02639,0.0110455559496671,0.8247847356677146,0.0111546712758704,0.1913692424546558,2.507823008688717,0.6513222189092751,0.0050021173825313,0.3627353641017312,0.0049969920887396,0.9075878502903548,-61.749653466763576,0.8711757575412307,30.251028480202613,78.15852382110211,31.89232436453557,119.15713524884686,178.19140368518333,116.71069340758696,0.0160969449449908,262.3692443501999,0.0161158842132067,0.5166931725107133,2455200.522229901,0.4978972659446299,0.227376788854599,0.0480673424899578,True,-5.022,6.04
HD 12661 c,HD 12661c,HD 12661,HD12661,12661,1.855,0.054,0.054,2.86,0.038,0.039,0.025,0.012,0.012,1,5661.2,94.1,0.338,0.059,4.316,0.029,1.198,0.027,1.085,0.044,4.5896,0.72,0.02639,0.0384258552711758,2.8745442725470425,0.0392525620778045,0.6842848361479863,2.764866723306584,0.7479378787385405,0.0129035731477669,0.0536851053115981,0.012783793877525,13.343442976576142,88.91484828891086,13.487941082652457,13.308848484745049,46.551225642464566,65.77874094513271,15.912161221071583,302.88762227561296,14.547501469276485,2.204975081272096,1707.1853091439004,2.338339451272532,63.41298261564225,2454056.023440705,64.13046750659123,0.227376788854599,0.0480673424899578,True,-5.022,6.04
HD 126614 b,HD 126614 b,HD 126614,HD126614,126614,0.356,0.032,0.03,2.291,0.026,0.027,0.577,0.069,0.065,0,5409.8,84.5,0.408,0.046,4.174,0.026,1.37,0.031,1.021,0.033,4.5262,1.2,0.01365,0.0259340365439508,2.291642505295344,0.0252800273013966,0.0597350506173078,0.4147137097753048,0.2027214956605694,0.0552110702708454,0.5457403390062787,0.056998342522881,8.48399454673693,-44.63034497174191,8.44922744229477,42.04144781738238,91.70045880858906,40.31286540567642,124.71566707303538,183.8972409905192,119.6877527606264,5.644023332229381,1254.4754088193886,5.567320995085993,21.214802428148687,2455184.781647799,19.114926618058234,1.80937933921814,0.0443263202905654,True,-5.119,8.38
HD 126614,HD 126614,HD 126614,HD126614,126614,27.6,6.4,5.1,16.5,1.7,1.5,0.043,0.047,0.031,1,5409.8,84.5,0.408,0.046,4.174,0.026,1.37,0.031,1.021,0.033,4.5262,1.2,0.01365,7.764236226651718,24.746494460938514,17.65227828000365,60.06584150341138,157.44926735582996,215.8372842522073,0.1044380424249724,0.1369238185529667,0.1665595913277894,41.156629206763775,32.79393629910659,58.898237466724495,8.873524118772124,27.57346763128032,58.4663238234125,23.77862354068528,83.69132906463004,15.034039384555015,17295.953032344623,41490.79651449743,44954.20009170947,29697.74231910426,2447064.388152765,16959.088852251414,1.80937933921814,0.0443263202905654,True,-5.119,8.38
HD 128311 c,HD 128311c,HD 128311,HD128311,128311,2.0,0.15,0.15,1.088,0.012,0.013,0.283,0.04,0.04,0,4931.9,66.0,0.134,0.059,4.574,0.02,0.783,0.013,0.837,0.029,6.4226,0.99,0.06121,0.0129295137219909,1.0885394016822938,0.0122032203713196,0.2789904306516146,1.8782483072734533,0.6748962636911775,0.0415375081992113,0.3048309532294221,0.0350488017419028,8.496417938966992,63.38296047259115,7.937344832938521,36.06488912043453,86.497096024107,33.29628198439302,217.82250170746528,256.0493822443974,69.42656519133016,0.8350703933945169,452.9886446604543,0.9403465598809362,6.923445901833475,2455186.4458825025,6.684420317877084,0.172504261136055,0.0508871525526046,True,-4.434,0.56
HD 128311 b,HD 128311 b,HD 128311,HD128311,128311,3.25,0.12,0.12,1.742,0.02,0.021,0.196,0.047,0.057,1,4931.9,66.0,0.134,0.059,4.574,0.02,0.783,0.013,0.837,0.029,6.4226,0.99,0.06121,0.0202673861549622,1.745936585971099,0.0194701922405746,0.2186746788166202,3.399073724932167,0.6101917169817508,0.0731258894985429,0.1893679430230454,0.0512072681566632,26.037918281606625,40.23623725337525,12.585048858622898,20.20701044913956,73.67044650410733,23.39779073194623,38.6628990315588,237.2500614882969,48.461288913581086,1.9624191075478168,919.5499847467464,1.964456711321077,34.268441467080265,2455160.5696580247,57.47929715598002,0.172504261136055,0.0508871525526046,True,-4.434,0.56
HD 130322 b,HD 130322 b,HD 130322,HD130322,130322,1.149,0.037,0.036,0.0929,0.0011,0.0011,0.015,0.016,0.01,0,5400.5,66.8,0.086,0.058,4.526,0.024,0.872,0.017,0.933,0.032,5.6817,0.75,0.03134,0.0010836912705823,0.0929648108311434,0.0009559691229728,0.1466051587747068,1.3416967110859357,0.62398712785661,0.0075981131303405,0.0331409201449506,0.0079247057257769,12.263475809515114,-161.31847559528512,332.9498527670436,37.27619877002864,86.94296567949567,40.83206569591208,118.61026178842036,180.26184914291343,117.74022628878456,8.633428510940178e-05,10.70857523808354,8.286912212440711e-05,0.4088507308624685,2455195.6278164354,0.3895767568610608,0.0816922485828399,0.0492115132510662,False,-4.741,2.17
HD 1326 b,HD 1326 b,HD 1326,HD1326,1326,0.0171,0.0013,0.0013,0.07321,0.00047,0.00048,0.075,0.072,0.052,0,3742.7,30.2,-0.391,0.087,4.888,0.009,0.375,0.007,0.4,0.008,10.3079,1.56,0.28069,0.0005220712478205,0.0731928736895045,0.0005154479408173,0.0018024132488372,0.0174510277196966,0.0046880749774035,0.0426886944363015,0.0632830158479406,0.0665876658021325,188.39433459030465,32.13783739997097,124.2044360553502,33.35968479206761,90.7526148936632,35.08952505046942,131.78570956246375,189.7878618660931,120.5312038160138,0.0008839168918779,11.441873824344244,0.0009030139699675,2.2636201274581254,2455202.576564221,1.832958939485252,1.4111026525497437,0.0300017036497592,True,-5.097,7.82
HD 134987 b,HD 134987 b,HD 134987,HD134987,134987,1.623,0.049,0.049,0.817,0.012,0.012,0.2281,0.0078,0.0077,0,5700.8,87.5,0.282,0.061,4.252,0.029,1.292,0.031,1.093,0.047,4.4042,0.7,0.03817,0.0116634658561753,0.8179189723794208,0.0112653256360019,0.2343079638411591,1.83431786174963,1.1628407738014988,0.0172884546062889,0.2493120178343038,0.0173310452100412,4.41768756457812,0.3016442364325757,4.451410558628961,42.35111981960172,89.05040643654851,44.53574027451674,81.96343335255425,158.34525508561526,94.19659271860772,0.1120997415089846,258.24728713454505,0.1145986042841968,5.083414483815432,2454989.666611141,250.7189010642469,0.13234643638134,0.0421130657196044,True,-5.08,7.39
HD 134987 c,HD 134987c,HD 134987,HD134987,134987,0.934,0.063,0.06,6.62,0.16,0.15,0.154,0.049,0.05,1,5700.8,87.5,0.282,0.061,4.252,0.029,1.292,0.031,1.093,0.047,4.4042,0.7,0.03817,1.0254348037324554,9.508316979769624,1.43576600680095,0.3719857541048543,1.9338051950786956,0.5404732831323797,0.1503020500522354,0.3566051806359034,0.1260007225203879,14.74405084856138,72.40326028166956,18.586884441622374,39.28213285830228,84.68924730213934,49.51143118530024,75.19084194171947,203.48286921198667,55.45769979975916,1594.4882676475863,10231.415099823627,2400.749193850781,287.9297944032587,2454012.5459534745,395.12056029355153,0.13234643638134,0.0421130657196044,True,-5.08,7.39
HD 136925 b,HD 136925 b,HD 136925,HD136925,136925,0.84,0.078,0.074,5.13,0.12,0.11,0.103,0.094,0.07,0,5773.2,58.1,-0.217,0.059,4.226,0.022,1.193,0.028,0.875,0.022,4.6652,0.8,0.02086,0.1442144401552347,5.176608013334545,0.1469330013120293,0.1892524912475373,0.9993973157702104,0.5673782595667722,0.0614651632232765,0.0875457442386284,0.0965939394213578,111.79159363493082,-30.870700339339955,160.12826216503765,42.94293567008423,90.35658205601518,42.909701824677626,121.76654580033788,177.32959698827824,124.45032164671846,183.82057954851007,4596.439124567444,187.92110744919137,1553.6487606037408,2455618.496756663,1215.664349671919,0.0654993280768394,0.0353227145969867,False,-4.996,5.51
HD 13931 b,HD 13931 b,HD 13931,HD13931,13931,1.911,0.077,0.076,5.323,0.091,0.091,0.02,0.021,0.014,0,5805.5,96.6,0.041,0.061,4.215,0.03,1.302,0.031,1.016,0.046,4.3192,0.642,0.02107,0.0866425697102677,5.3189857836982215,0.0833870864514683,0.6472131268872223,2.7839967436962167,0.8248750777256881,0.015524279185326,0.0219675005459657,0.0236834378621443,214.5220430922936,69.3239576990678,84.8381421259645,58.79528582547319,97.65965236675996,47.07134218353025,85.66729316052749,110.3404974361946,227.4014929774615,38.15718905172616,4438.738018047236,41.45496610175269,899.0479390951805,2453075.5120096803,1008.2352151768282,0.1588878333568573,0.0456794388592243,True,-4.999,5.57
